statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT060UM;60 Jahre und mehr;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81313;Fachkrankenpflege - Spezialist;7;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81353;Geburtshilfe, Entbindungspflege - Spezialist;5;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82542;Zahntechnik - Fachkraft;10;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81301;Gesundheits-, Krankenpflege (oS) - Helfer;25;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82223;Wellness - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81232;Med.-tech. Berufe Radiologie - Fachkraft;5;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81213;Med.-tech. Berufe Laboratorium - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81313;Fachkrankenpflege - Spezialist;57;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81822;Pharmazeutisch-technische Assistenz - Fachkraft;56;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81132;Orthoptisten - Fachkraft;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81734;Sprachtherapie - Experte;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81182;Medizinische Fachangestellte (ssT) - Fachkraft;2;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82533;Hörgeräteakustik - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT060UM;60 Jahre und mehr;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81722;Ergotherapie - Fachkraft;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT060UM;60 Jahre und mehr;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82533;Hörgeräteakustik - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-73342;Medizinische Dokumentation - Fachkraft;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-73223;Verwaltung Sozial-, Gesundheitswesen - Spezialist;2;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-83123;Sozialarbeit, Sozialpädagogik - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81332;Operationstechnische Assistenz - Fachkraft;5;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81822;Pharmazeutisch-technische Assistenz - Fachkraft;17;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81722;Ergotherapie - Fachkraft;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81233;Med.-tech. Berufe Radiologie - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81233;Med.-tech. Berufe Radiologie - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81223;Med.-tech. Berufe Funktionsdiagnostik - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82233;Ernährungsberatung - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81883;Pharmazie (ssT) - Spezialist;6;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81393;Aufsicht - Krankenpflege, Rettungsd., Geburtshilfe;2;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81743;Musik- und Kunsttherapie - Spezialist;3;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82103;Altenpflege (oS) - Spezialist;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81333;Operationstechnische Assistenz - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82243;Qualitätsbeauftragte Gesundheitswesen - Spezialist;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81782;Nichtärztl. Therapie, Heilkunde (ssT) - Fachkraft;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82504;Medizintechnik (oS) - Experte;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81112;Zahnmedizinische Fachangestellte - Fachkraft;19;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81794;Führung - Nichtärztliche Therapie, Heilkunde;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82534;Hörgeräteakustik - Experte;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81302;Gesundheits-, Krankenpflege (oS) - Fachkraft;507;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82593;Aufsicht - Medizin-, Orthopädie- und Rehatechnik;6;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82513;Orthopädie- und Rehatechnik - Spezialist;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81744;Musik- und Kunsttherapie - Experte;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81233;Med.-tech. Berufe Radiologie - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81103;Medizinische Fachangestellte (oS) - Spezialist;9;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81772;Podologen - Fachkraft;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81353;Geburtshilfe, Entbindungspflege - Spezialist;3;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82223;Wellness - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT060UM;60 Jahre und mehr;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81213;Med.-tech. Berufe Laboratorium - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82233;Ernährungsberatung - Spezialist;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81343;Rettungsdienst - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT060UM;60 Jahre und mehr;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81744;Musik- und Kunsttherapie - Experte;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81382;Gesundheits-, Krankenpflege (ssT) - Fachkraft;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81714;Physiotherapie - Experte;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-83131;Heilerziehungspflege, Sonderpädagogik - Helfer;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82194;Führung - Altenpflege;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT060UM;60 Jahre und mehr;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-62412;Verkauf drogerie-, apotheken. Waren - Fachkraft;2;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81722;Ergotherapie - Fachkraft;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82594;Führung - Medizin-, Orthopädie- und Rehatechnik;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82593;Aufsicht - Medizin-, Orthopädie- und Rehatechnik;24;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82533;Hörgeräteakustik - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-83142;Haus- und Familienpflege - Fachkraft;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT040B50;40 bis unter 50 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81301;Gesundheits-, Krankenpflege (oS) - Helfer;27;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81213;Med.-tech. Berufe Laboratorium - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81712;Physiotherapie - Fachkraft;21;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82503;Medizintechnik (oS) - Spezialist;2;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-83143;Haus- und Familienpflege - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81382;Gesundheits-, Krankenpflege (ssT) - Fachkraft;3;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82233;Ernährungsberatung - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-81302;Gesundheits-, Krankenpflege (oS) - Fachkraft;112;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT060UM;60 Jahre und mehr;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82512;Orthopädie- und Rehatechnik - Fachkraft;1;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT000B30;unter 30 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82213;Gesundheitsberatung - Spezialist;0;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82243;Qualitätsbeauftragte Gesundheitswesen - Spezialist;4;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT050B60;50 bis unter 60 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82593;Aufsicht - Medizin-, Orthopädie- und Rehatechnik;8;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);ALT030B40;30 bis unter 40 Jahre;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-83124;Sozialarbeit, Sozialpädagogik - Experte;4;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
23621;Gesundheitspersonalrechnung;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;ALT049;Altersgruppen (u30-60m);;Insgesamt;KB10G5;Berufe im Gesundheitswesen (KB2010), 5-Steller;KB10-82101;Altenpflege (oS) - Helfer;239;1000;BES022;Gesundheitspersonal (Vollzeitäquivalente);e
